legal_name,display_name,party_nature,party_type,country,domicile_state,status,brand_origin,is_listed,kyc_risk_rating,pan,gstin,cin,lei,line1,line2,city,state,pincode
Vedanta Motors 9710,Vedanta Motors 9710,organization,spv,IN,West Bengal,active,binarycapital,false,low,DJPAH9710H,19DJPAH9710H0Z8,U64201MH2024PTC108710,3298AHOX000000008710,"710, Vedanta Marg",Kolkata,Kolkata,West Bengal,408710
Nilgiri Ventures 9711,Nilgiri Ventures 9711,trust,arranger,IN,Tamil Nadu,active,binarycapital,false,low,BDPHF9711G,33BDPHF9711G1Z9,U64201MH2024PTC108711,3298AHOX000000008711,"711, Nilgiri Marg",Chennai,Chennai,Tamil Nadu,408711
Nalanda Group 9712,Nalanda Group 9712,organization,arranger,IN,Haryana,active,binarybonds,false,medium,DHPJB9712G,06DHPJB9712G2Z1,U64201MH2024PTC108712,3298AHOX000000008712,"712, Nalanda Marg",Gurugram,Gurugram,Haryana,408712
Carnatic Power 9713,Carnatic Power 9713,trust,intermediary,IN,Haryana,active,binarycapital,false,medium,AAPAA9713J,06AAPAA9713J3Z2,U64201MH2024PTC108713,3298AHOX000000008713,"713, Carnatic Marg",Gurugram,Gurugram,Haryana,408713
Yamuna Technologies 9714,Yamuna Technologies 9714,trust,spv,IN,Rajasthan,active,binarybonds,false,medium,GAPHE9714J,08GAPHE9714J4Z3,U64201MH2024PTC108714,3298AHOX000000008714,"714, Yamuna Marg",Jaipur,Jaipur,Rajasthan,408714
Sahyadri Group 9715,Sahyadri Group 9715,organization,intermediary,IN,Uttar Pradesh,active,binarybonds,false,low,LBPLJ9715E,09LBPLJ9715E5Z4,U64201MH2024PTC108715,3298AHOX000000008715,"715, Sahyadri Marg",Noida,Noida,Uttar Pradesh,408715
Maruti Investments 9716,Maruti Investments 9716,spv,issuer,IN,Telangana,active,shared,false,low,BCPCH9716H,36BCPCH9716H6Z5,U64201MH2024PTC108716,3298AHOX000000008716,"716, Maruti Marg",Hyderabad,Hyderabad,Telangana,408716
Yamuna Developers 9717,Yamuna Developers 9717,spv,intermediary,IN,Maharashtra,onboarding,shared,false,high,HGPCL9717B,27HGPCL9717B7Z6,U64201MH2024PTC108717,3298AHOX000000008717,"717, Yamuna Marg",Mumbai,Mumbai,Maharashtra,408717
Aravalli Ventures 9718,Aravalli Ventures 9718,organization,investor,IN,Karnataka,onboarding,binarycapital,false,low,DHPBE9718L,29DHPBE9718L8Z7,U64201MH2024PTC108718,3298AHOX000000008718,"718, Aravalli Marg",Bengaluru,Bengaluru,Karnataka,408718
Narmada Renewables 9719,Narmada Renewables 9719,organization,issuer,IN,Delhi,active,binarybonds,false,medium,ALPCH9719E,07ALPCH9719E9Z8,U64201MH2024PTC108719,3298AHOX000000008719,"719, Narmada Marg",New Delhi,New Delhi,Delhi,408719
Yamuna Hotels 9720,Yamuna Hotels 9720,spv,issuer,IN,Haryana,active,shared,false,high,HEPLE9720J,06HEPLE9720J0Z9,U64201MH2024PTC108720,3298AHOX000000008720,"720, Yamuna Marg",Gurugram,Gurugram,Haryana,408720
Narmada Industries 9721,Narmada Industries 9721,organization,issuer,IN,Tamil Nadu,active,binarybonds,false,high,ALPEG9721F,33ALPEG9721F1Z1,U64201MH2024PTC108721,3298AHOX000000008721,"721, Narmada Marg",Chennai,Chennai,Tamil Nadu,408721
Kaveri Renewables 9722,Kaveri Renewables 9722,spv,intermediary,IN,Haryana,active,shared,false,medium,GHPHD9722D,06GHPHD9722D2Z2,U64201MH2024PTC108722,3298AHOX000000008722,"722, Kaveri Marg",Gurugram,Gurugram,Haryana,408722
Aravalli Motors 9723,Aravalli Motors 9723,trust,spv,IN,Tamil Nadu,active,binarybonds,true,high,FDPHF9723F,33FDPHF9723F3Z3,U64201MH2024PTC108723,3298AHOX000000008723,"723, Aravalli Marg",Chennai,Chennai,Tamil Nadu,408723
Carnatic Logistics 9724,Carnatic Logistics 9724,spv,issuer,IN,Uttar Pradesh,active,shared,false,high,HAPAL9724F,09HAPAL9724F4Z4,U64201MH2024PTC108724,3298AHOX000000008724,"724, Carnatic Marg",Noida,Noida,Uttar Pradesh,408724
Maruti Infra 9725,Maruti Infra 9725,spv,investor,IN,Maharashtra,active,binarybonds,true,low,FBPLL9725B,27FBPLL9725B5Z5,U64201MH2024PTC108725,3298AHOX000000008725,"725, Maruti Marg",Mumbai,Mumbai,Maharashtra,408725
Garuda Industries 9726,Garuda Industries 9726,trust,issuer,IN,Maharashtra,onboarding,shared,false,low,JCPLL9726D,27JCPLL9726D6Z6,U64201MH2024PTC108726,3298AHOX000000008726,"726, Garuda Marg",Mumbai,Mumbai,Maharashtra,408726
Godavari Housing 9727,Godavari Housing 9727,organization,intermediary,IN,Telangana,active,binarybonds,false,low,BGPCB9727C,36BGPCB9727C7Z7,U64201MH2024PTC108727,3298AHOX000000008727,"727, Godavari Marg",Hyderabad,Hyderabad,Telangana,408727
Kaveri Chemicals 9728,Kaveri Chemicals 9728,trust,spv,IN,Rajasthan,active,shared,false,high,EAPGE9728L,08EAPGE9728L8Z8,U64201MH2024PTC108728,3298AHOX000000008728,"728, Kaveri Marg",Jaipur,Jaipur,Rajasthan,408728
Nilgiri Steels 9729,Nilgiri Steels 9729,trust,investor,IN,Tamil Nadu,active,binarybonds,false,high,EHPEH9729H,33EHPEH9729H9Z9,U64201MH2024PTC108729,3298AHOX000000008729,"729, Nilgiri Marg",Chennai,Chennai,Tamil Nadu,408729
Aravalli Housing 9730,Aravalli Housing 9730,trust,investor,IN,Telangana,active,binarybonds,false,medium,FDPDG9730G,36FDPDG9730G0Z1,U64201MH2024PTC108730,3298AHOX000000008730,"730, Aravalli Marg",Hyderabad,Hyderabad,Telangana,408730
Malabar Logistics 9731,Malabar Logistics 9731,organization,investor,IN,Gujarat,active,binarycapital,true,high,FEPJC9731F,24FEPJC9731F1Z2,U64201MH2024PTC108731,3298AHOX000000008731,"731, Malabar Marg",Ahmedabad,Ahmedabad,Gujarat,408731
Konark Finance 9732,Konark Finance 9732,trust,investor,IN,Tamil Nadu,active,shared,false,medium,HBPBF9732H,33HBPBF9732H2Z3,U64201MH2024PTC108732,3298AHOX000000008732,"732, Konark Marg",Chennai,Chennai,Tamil Nadu,408732
Nalanda Investments 9733,Nalanda Investments 9733,trust,spv,IN,Rajasthan,active,binarycapital,false,medium,LAPAJ9733C,08LAPAJ9733C3Z4,U64201MH2024PTC108733,3298AHOX000000008733,"733, Nalanda Marg",Jaipur,Jaipur,Rajasthan,408733
Chola Renewables 9734,Chola Renewables 9734,trust,arranger,IN,Gujarat,active,binarybonds,true,high,LCPLE9734F,24LCPLE9734F4Z5,U64201MH2024PTC108734,3298AHOX000000008734,"734, Chola Marg",Ahmedabad,Ahmedabad,Gujarat,408734
Carnatic Capital 9735,Carnatic Capital 9735,organization,spv,IN,Maharashtra,active,binarycapital,false,medium,AFPDC9735E,27AFPDC9735E5Z6,U64201MH2024PTC108735,3298AHOX000000008735,"735, Carnatic Marg",Mumbai,Mumbai,Maharashtra,408735
Vedanta Technologies 9736,Vedanta Technologies 9736,trust,issuer,IN,Telangana,active,shared,true,medium,HFPLJ9736F,36HFPLJ9736F6Z7,U64201MH2024PTC108736,3298AHOX000000008736,"736, Vedanta Marg",Hyderabad,Hyderabad,Telangana,408736
Aravalli Steels 9737,Aravalli Steels 9737,organization,investor,IN,West Bengal,active,binarybonds,false,low,GAPGF9737L,19GAPGF9737L7Z8,U64201MH2024PTC108737,3298AHOX000000008737,"737, Aravalli Marg",Kolkata,Kolkata,West Bengal,408737
Narmada Industries 9738,Narmada Industries 9738,spv,spv,IN,Maharashtra,active,shared,false,low,CHPHA9738H,27CHPHA9738H8Z9,U64201MH2024PTC108738,3298AHOX000000008738,"738, Narmada Marg",Mumbai,Mumbai,Maharashtra,408738
Vedanta Motors 9739,Vedanta Motors 9739,spv,arranger,IN,Telangana,active,shared,false,medium,GDPHL9739L,36GDPHL9739L9Z1,U64201MH2024PTC108739,3298AHOX000000008739,"739, Vedanta Marg",Hyderabad,Hyderabad,Telangana,408739
Coromandel Power 9740,Coromandel Power 9740,organization,arranger,IN,Haryana,active,shared,true,high,HBPAH9740J,06HBPAH9740J0Z2,U64201MH2024PTC108740,3298AHOX000000008740,"740, Coromandel Marg",Gurugram,Gurugram,Haryana,408740
Malabar Steels 9741,Malabar Steels 9741,spv,intermediary,IN,Karnataka,active,shared,false,medium,HDPBC9741L,29HDPBC9741L1Z3,U64201MH2024PTC108741,3298AHOX000000008741,"741, Malabar Marg",Bengaluru,Bengaluru,Karnataka,408741
Maruti Hotels 9742,Maruti Hotels 9742,spv,intermediary,IN,Gujarat,active,binarybonds,false,high,FEPHE9742J,24FEPHE9742J2Z4,U64201MH2024PTC108742,3298AHOX000000008742,"742, Maruti Marg",Ahmedabad,Ahmedabad,Gujarat,408742
Himalaya Motors 9743,Himalaya Motors 9743,spv,issuer,IN,Haryana,active,shared,false,high,JDPDA9743D,06JDPDA9743D3Z5,U64201MH2024PTC108743,3298AHOX000000008743,"743, Himalaya Marg",Gurugram,Gurugram,Haryana,408743
Deccan Industries 9744,Deccan Industries 9744,organization,arranger,IN,West Bengal,active,shared,false,high,BGPLB9744J,19BGPLB9744J4Z6,U64201MH2024PTC108744,3298AHOX000000008744,"744, Deccan Marg",Kolkata,Kolkata,West Bengal,408744
Pallava Infra 9745,Pallava Infra 9745,organization,investor,IN,Maharashtra,onboarding,binarybonds,false,low,DAPBH9745H,27DAPBH9745H5Z7,U64201MH2024PTC108745,3298AHOX000000008745,"745, Pallava Marg",Mumbai,Mumbai,Maharashtra,408745
Carnatic Cements 9746,Carnatic Cements 9746,organization,intermediary,IN,Gujarat,onboarding,shared,false,low,LAPFA9746L,24LAPFA9746L6Z8,U64201MH2024PTC108746,3298AHOX000000008746,"746, Carnatic Marg",Ahmedabad,Ahmedabad,Gujarat,408746
Vedanta Power 9747,Vedanta Power 9747,organization,issuer,IN,Telangana,active,binarybonds,false,medium,HLPEL9747H,36HLPEL9747H7Z9,U64201MH2024PTC108747,3298AHOX000000008747,"747, Vedanta Marg",Hyderabad,Hyderabad,Telangana,408747
Vedanta Motors 9748,Vedanta Motors 9748,trust,spv,IN,Telangana,active,binarycapital,false,high,HFPAL9748A,36HFPAL9748A8Z1,U64201MH2024PTC108748,3298AHOX000000008748,"748, Vedanta Marg",Hyderabad,Hyderabad,Telangana,408748
Rajwada Enterprises 9749,Rajwada Enterprises 9749,spv,intermediary,IN,Uttar Pradesh,active,binarybonds,false,high,AHPHH9749F,09AHPHH9749F9Z2,U64201MH2024PTC108749,3298AHOX000000008749,"749, Rajwada Marg",Noida,Noida,Uttar Pradesh,408749
Nalanda Finance 9750,Nalanda Finance 9750,organization,intermediary,IN,Telangana,active,shared,false,low,HLPGD9750C,36HLPGD9750C0Z3,U64201MH2024PTC108750,3298AHOX000000008750,"750, Nalanda Marg",Hyderabad,Hyderabad,Telangana,408750
Konark Finvest 9751,Konark Finvest 9751,spv,arranger,IN,West Bengal,onboarding,shared,false,high,BFPFA9751A,19BFPFA9751A1Z4,U64201MH2024PTC108751,3298AHOX000000008751,"751, Konark Marg",Kolkata,Kolkata,West Bengal,408751
Garuda Infra 9752,Garuda Infra 9752,trust,arranger,IN,Haryana,active,shared,false,high,EDPHL9752D,06EDPHL9752D2Z5,U64201MH2024PTC108752,3298AHOX000000008752,"752, Garuda Marg",Gurugram,Gurugram,Haryana,408752
Kaveri Group 9753,Kaveri Group 9753,spv,investor,IN,Gujarat,onboarding,binarycapital,true,low,DHPDJ9753L,24DHPDJ9753L3Z6,U64201MH2024PTC108753,3298AHOX000000008753,"753, Kaveri Marg",Ahmedabad,Ahmedabad,Gujarat,408753
Sahyadri Investments 9754,Sahyadri Investments 9754,trust,issuer,IN,Rajasthan,active,binarycapital,false,high,GEPHE9754C,08GEPHE9754C4Z7,U64201MH2024PTC108754,3298AHOX000000008754,"754, Sahyadri Marg",Jaipur,Jaipur,Rajasthan,408754
Malabar Finvest 9755,Malabar Finvest 9755,trust,spv,IN,Rajasthan,active,shared,false,medium,GDPJF9755F,08GDPJF9755F5Z8,U64201MH2024PTC108755,3298AHOX000000008755,"755, Malabar Marg",Jaipur,Jaipur,Rajasthan,408755
Pallava Securities 9756,Pallava Securities 9756,spv,arranger,IN,Telangana,active,binarycapital,true,high,EBPFH9756J,36EBPFH9756J6Z9,U64201MH2024PTC108756,3298AHOX000000008756,"756, Pallava Marg",Hyderabad,Hyderabad,Telangana,408756
Pallava Group 9757,Pallava Group 9757,trust,issuer,IN,Delhi,active,binarybonds,true,medium,BGPCB9757E,07BGPCB9757E7Z1,U64201MH2024PTC108757,3298AHOX000000008757,"757, Pallava Marg",New Delhi,New Delhi,Delhi,408757
Bharat Power 9758,Bharat Power 9758,trust,issuer,IN,Telangana,active,shared,false,high,BAPCG9758L,36BAPCG9758L8Z2,U64201MH2024PTC108758,3298AHOX000000008758,"758, Bharat Marg",Hyderabad,Hyderabad,Telangana,408758
Godavari Power 9759,Godavari Power 9759,spv,investor,IN,Haryana,active,binarycapital,false,medium,HEPGF9759H,06HEPGF9759H9Z3,U64201MH2024PTC108759,3298AHOX000000008759,"759, Godavari Marg",Gurugram,Gurugram,Haryana,408759
Yamuna Securities 9760,Yamuna Securities 9760,organization,investor,IN,Uttar Pradesh,active,binarybonds,true,medium,LDPDC9760A,09LDPDC9760A0Z4,U64201MH2024PTC108760,3298AHOX000000008760,"760, Yamuna Marg",Noida,Noida,Uttar Pradesh,408760
Nilgiri Housing 9761,Nilgiri Housing 9761,trust,arranger,IN,Gujarat,active,binarybonds,false,medium,LBPCJ9761D,24LBPCJ9761D1Z5,U64201MH2024PTC108761,3298AHOX000000008761,"761, Nilgiri Marg",Ahmedabad,Ahmedabad,Gujarat,408761
Sahyadri Industries 9762,Sahyadri Industries 9762,spv,issuer,IN,Delhi,active,binarycapital,false,medium,DBPJA9762D,07DBPJA9762D2Z6,U64201MH2024PTC108762,3298AHOX000000008762,"762, Sahyadri Marg",New Delhi,New Delhi,Delhi,408762
Maruti Investments 9763,Maruti Investments 9763,organization,spv,IN,Haryana,active,shared,false,medium,LBPFD9763E,06LBPFD9763E3Z7,U64201MH2024PTC108763,3298AHOX000000008763,"763, Maruti Marg",Gurugram,Gurugram,Haryana,408763
Deccan Enterprises 9764,Deccan Enterprises 9764,spv,arranger,IN,West Bengal,active,binarybonds,false,high,JFPBF9764H,19JFPBF9764H4Z8,U64201MH2024PTC108764,3298AHOX000000008764,"764, Deccan Marg",Kolkata,Kolkata,West Bengal,408764
Sahyadri Enterprises 9765,Sahyadri Enterprises 9765,trust,arranger,IN,Karnataka,active,shared,false,high,HGPHF9765A,29HGPHF9765A5Z9,U64201MH2024PTC108765,3298AHOX000000008765,"765, Sahyadri Marg",Bengaluru,Bengaluru,Karnataka,408765
Konark Steels 9766,Konark Steels 9766,trust,issuer,IN,Uttar Pradesh,active,shared,true,medium,ELPCC9766G,09ELPCC9766G6Z1,U64201MH2024PTC108766,3298AHOX000000008766,"766, Konark Marg",Noida,Noida,Uttar Pradesh,408766
Maruti Developers 9767,Maruti Developers 9767,trust,intermediary,IN,Gujarat,active,binarybonds,false,high,BHPED2110G,24BHPED2110G7Z2,U64201MH2024PTC101110,3298AHOX000000008767,"767, Maruti Marg",Ahmedabad,Ahmedabad,Gujarat,408767
Vedanta Renewables 9768,Vedanta Renewables 9768,spv,arranger,IN,Uttar Pradesh,active,binarycapital,false,high,EBPGH9768A,09EBPGH9768A8Z3,U64201MH2024PTC108768,3298AHOX000000008768,"768, Vedanta Marg",Noida,Noida,Uttar Pradesh,408768
Maruti Realty 9769,Maruti Realty 9769,spv,intermediary,IN,Telangana,active,binarybonds,false,medium,GAPGH9769C,36GAPGH9769C9Z4,U64201MH2024PTC108769,3298AHOX000000008769,"769, Maruti Marg",Hyderabad,Hyderabad,Telangana,408769
Konark Logistics 9770,Konark Logistics 9770,trust,investor,IN,Rajasthan,active,binarybonds,true,medium,GJPAD9770B,08GJPAD9770B0Z5,U64201MH2024PTC108770,3298AHOX000000008770,"770, Konark Marg",Jaipur,Jaipur,Rajasthan,408770
Aravalli Finvest 9771,Aravalli Finvest 9771,organization,arranger,IN,Delhi,onboarding,binarycapital,true,high,ECPEC9771B,07ECPEC9771B1Z6,U64201MH2024PTC108771,3298AHOX000000008771,"771, Aravalli Marg",New Delhi,New Delhi,Delhi,408771
Maruti Realty 9772,Maruti Realty 9772,trust,issuer,IN,Maharashtra,onboarding,shared,false,medium,CFPLC9772L,27CFPLC9772L2Z7,U64201MH2024PTC108772,3298AHOX000000008772,"772, Maruti Marg",Mumbai,Mumbai,Maharashtra,408772
Deccan Housing 9773,Deccan Housing 9773,organization,intermediary,IN,Rajasthan,onboarding,shared,false,high,DAPDA9773L,08DAPDA9773L3Z8,U64201MH2024PTC108773,3298AHOX000000008773,"773, Deccan Marg",Jaipur,Jaipur,Rajasthan,408773
Deccan Hotels 9774,Deccan Hotels 9774,trust,spv,IN,Haryana,active,binarybonds,false,low,FBPGF9774A,06FBPGF9774A4Z9,U64201MH2024PTC108774,3298AHOX000000008774,"774, Deccan Marg",Gurugram,Gurugram,Haryana,408774
Pallava Chemicals 9775,Pallava Chemicals 9775,trust,spv,IN,Tamil Nadu,onboarding,shared,false,medium,ELPBA9775A,33ELPBA9775A5Z1,U64201MH2024PTC108775,3298AHOX000000008775,"775, Pallava Marg",Chennai,Chennai,Tamil Nadu,408775
Himalaya Power 9776,Himalaya Power 9776,organization,intermediary,IN,Haryana,active,shared,false,low,FDPJA9776D,06FDPJA9776D6Z2,U64201MH2024PTC108776,3298AHOX000000008776,"776, Himalaya Marg",Gurugram,Gurugram,Haryana,408776
Aravalli Housing 9777,Aravalli Housing 9777,spv,spv,IN,Rajasthan,active,binarybonds,false,low,DHPDL9777H,08DHPDL9777H7Z3,U64201MH2024PTC108777,3298AHOX000000008777,"777, Aravalli Marg",Jaipur,Jaipur,Rajasthan,408777
Yamuna Enterprises 9778,Yamuna Enterprises 9778,organization,intermediary,IN,Haryana,active,binarycapital,false,high,DGPGC9778J,06DGPGC9778J8Z4,U64201MH2024PTC108778,3298AHOX000000008778,"778, Yamuna Marg",Gurugram,Gurugram,Haryana,408778
Garuda Securities 9779,Garuda Securities 9779,spv,issuer,IN,Karnataka,active,binarycapital,false,low,LEPGL9779F,29LEPGL9779F9Z5,U64201MH2024PTC108779,3298AHOX000000008779,"779, Garuda Marg",Bengaluru,Bengaluru,Karnataka,408779
Maruti Chemicals 9780,Maruti Chemicals 9780,trust,spv,IN,Telangana,onboarding,binarybonds,true,high,DJPBH9780C,36DJPBH9780C0Z6,U64201MH2024PTC108780,3298AHOX000000008780,"780, Maruti Marg",Hyderabad,Hyderabad,Telangana,408780
Garuda Finance 9781,Garuda Finance 9781,organization,issuer,IN,Tamil Nadu,active,shared,false,low,HGPHA9781G,33HGPHA9781G1Z7,U64201MH2024PTC108781,3298AHOX000000008781,"781, Garuda Marg",Chennai,Chennai,Tamil Nadu,408781
Kaveri Motors 9782,Kaveri Motors 9782,trust,intermediary,IN,Haryana,active,binarybonds,true,low,EDPBC9782F,06EDPBC9782F2Z8,U64201MH2024PTC108782,3298AHOX000000008782,"782, Kaveri Marg",Gurugram,Gurugram,Haryana,408782
Yamuna Cements 9783,Yamuna Cements 9783,trust,investor,IN,West Bengal,onboarding,binarybonds,false,high,LCPEB9783H,19LCPEB9783H3Z9,U64201MH2024PTC108783,3298AHOX000000008783,"783, Yamuna Marg",Kolkata,Kolkata,West Bengal,408783
Chola Technologies 9784,Chola Technologies 9784,organization,spv,IN,Gujarat,active,binarybonds,false,low,AEPGB9784C,24AEPGB9784C4Z1,U64201MH2024PTC108784,3298AHOX000000008784,"784, Chola Marg",Ahmedabad,Ahmedabad,Gujarat,408784
Bharat Housing 9785,Bharat Housing 9785,spv,issuer,IN,Haryana,active,binarycapital,false,low,GAPAJ9785J,06GAPAJ9785J5Z2,U64201MH2024PTC108785,3298AHOX000000008785,"785, Bharat Marg",Gurugram,Gurugram,Haryana,408785
Malabar Enterprises 9786,Malabar Enterprises 9786,organization,intermediary,IN,Karnataka,active,shared,true,low,DHPJB9786C,29DHPJB9786C6Z3,U64201MH2024PTC108786,3298AHOX000000008786,"786, Malabar Marg",Bengaluru,Bengaluru,Karnataka,408786
Maruti Technologies 9787,Maruti Technologies 9787,trust,investor,IN,Rajasthan,active,shared,false,medium,HFPCG9787A,08HFPCG9787A7Z4,U64201MH2024PTC108787,3298AHOX000000008787,"787, Maruti Marg",Jaipur,Jaipur,Rajasthan,408787
Coromandel Hotels 9788,Coromandel Hotels 9788,spv,intermediary,IN,Karnataka,active,binarycapital,false,low,DEPHA9788J,29DEPHA9788J8Z5,U64201MH2024PTC108788,3298AHOX000000008788,"788, Coromandel Marg",Bengaluru,Bengaluru,Karnataka,408788
Maruti Cements 9789,Maruti Cements 9789,spv,investor,IN,Telangana,active,binarybonds,false,low,FFPCG9789H,36FFPCG9789H9Z6,U64201MH2024PTC108789,3298AHOX000000008789,"789, Maruti Marg",Hyderabad,Hyderabad,Telangana,408789
Bharat Technologies 9790,Bharat Technologies 9790,spv,spv,IN,Rajasthan,active,binarybonds,false,high,DHPAC9790G,08DHPAC9790G0Z7,U64201MH2024PTC108790,3298AHOX000000008790,"790, Bharat Marg",Jaipur,Jaipur,Rajasthan,408790
Himalaya Chemicals 9791,Himalaya Chemicals 9791,trust,spv,IN,Gujarat,active,shared,false,high,JHPEE1875G,24JHPEE1875G1Z8,U64201MH2024PTC100875,3298AHOX000000008791,"791, Himalaya Marg",Ahmedabad,Ahmedabad,Gujarat,408791
Coromandel Group 9792,Coromandel Group 9792,spv,intermediary,IN,Delhi,active,shared,true,low,ALPJJ9792F,07ALPJJ9792F2Z9,U64201MH2024PTC108792,3298AHOX000000008792,"792, Coromandel Marg",New Delhi,New Delhi,Delhi,408792
Vedanta Motors 9793,Vedanta Motors 9793,organization,investor,IN,Tamil Nadu,active,shared,false,high,GEPGH9793B,33GEPGH9793B3Z1,U64201MH2024PTC108793,3298AHOX000000008793,"793, Vedanta Marg",Chennai,Chennai,Tamil Nadu,408793
Garuda Housing 9794,Garuda Housing 9794,spv,spv,IN,Haryana,active,shared,false,low,BEPHL9794H,06BEPHL9794H4Z2,U64201MH2024PTC108794,3298AHOX000000008794,"794, Garuda Marg",Gurugram,Gurugram,Haryana,408794
Godavari Hotels 9795,Godavari Hotels 9795,spv,arranger,IN,Uttar Pradesh,active,binarycapital,false,high,HJPAC9795L,09HJPAC9795L5Z3,U64201MH2024PTC108795,3298AHOX000000008795,"795, Godavari Marg",Noida,Noida,Uttar Pradesh,408795
Rajwada Power 9796,Rajwada Power 9796,spv,issuer,IN,Karnataka,active,binarybonds,false,medium,BHPGC9796E,29BHPGC9796E6Z4,U64201MH2024PTC108796,3298AHOX000000008796,"796, Rajwada Marg",Bengaluru,Bengaluru,Karnataka,408796
Chola Cements 9797,Chola Cements 9797,spv,intermediary,IN,Haryana,active,binarycapital,true,low,LCPEL9797A,06LCPEL9797A7Z5,U64201MH2024PTC108797,3298AHOX000000008797,"797, Chola Marg",Gurugram,Gurugram,Haryana,408797
Kaveri Industries 9798,Kaveri Industries 9798,spv,spv,IN,Uttar Pradesh,active,binarybonds,false,low,LAPJL9798G,09LAPJL9798G8Z6,U64201MH2024PTC108798,3298AHOX000000008798,"798, Kaveri Marg",Noida,Noida,Uttar Pradesh,408798
Pallava Finvest 9799,Pallava Finvest 9799,organization,arranger,IN,Karnataka,active,binarycapital,false,low,LJPLE9799B,29LJPLE9799B9Z7,U64201MH2024PTC108799,3298AHOX000000008799,"799, Pallava Marg",Bengaluru,Bengaluru,Karnataka,408799
Yamuna Power 9800,Yamuna Power 9800,trust,investor,IN,Gujarat,active,binarybonds,false,high,FEPJE9800E,24FEPJE9800E0Z8,U64201MH2024PTC108800,3298AHOX000000008800,"800, Yamuna Marg",Ahmedabad,Ahmedabad,Gujarat,408800
Kaveri Hotels 9801,Kaveri Hotels 9801,organization,issuer,IN,Delhi,active,binarycapital,false,low,GCPDC9801J,07GCPDC9801J1Z9,U64201MH2024PTC108801,3298AHOX000000008801,"801, Kaveri Marg",New Delhi,New Delhi,Delhi,408801
Kaveri Chemicals 9802,Kaveri Chemicals 9802,trust,intermediary,IN,Telangana,active,shared,false,low,DJPLF9802D,36DJPLF9802D2Z1,U64201MH2024PTC108802,3298AHOX000000008802,"802, Kaveri Marg",Hyderabad,Hyderabad,Telangana,408802
Godavari Finance 9803,Godavari Finance 9803,trust,spv,IN,Rajasthan,active,shared,false,low,EHPEA9803E,08EHPEA9803E3Z2,U64201MH2024PTC108803,3298AHOX000000008803,"803, Godavari Marg",Jaipur,Jaipur,Rajasthan,408803
Garuda Capital 9804,Garuda Capital 9804,spv,intermediary,IN,Tamil Nadu,active,binarybonds,false,high,FCPFL9804H,33FCPFL9804H4Z3,U64201MH2024PTC108804,3298AHOX000000008804,"804, Garuda Marg",Chennai,Chennai,Tamil Nadu,408804
Deccan Cements 9805,Deccan Cements 9805,spv,issuer,IN,Gujarat,active,binarybonds,false,low,GDPHA9805G,24GDPHA9805G5Z4,U64201MH2024PTC108805,3298AHOX000000008805,"805, Deccan Marg",Ahmedabad,Ahmedabad,Gujarat,408805
Godavari Industries 9806,Godavari Industries 9806,organization,spv,IN,Haryana,active,shared,false,medium,FEPGD9806J,06FEPGD9806J6Z5,U64201MH2024PTC108806,3298AHOX000000008806,"806, Godavari Marg",Gurugram,Gurugram,Haryana,408806
Rajwada Realty 9807,Rajwada Realty 9807,organization,issuer,IN,Uttar Pradesh,active,binarybonds,false,low,GHPDD9807A,09GHPDD9807A7Z6,U64201MH2024PTC108807,3298AHOX000000008807,"807, Rajwada Marg",Noida,Noida,Uttar Pradesh,408807
Malabar Enterprises 9808,Malabar Enterprises 9808,trust,issuer,IN,Karnataka,active,binarybonds,false,low,LJPEH9808E,29LJPEH9808E8Z7,U64201MH2024PTC108808,3298AHOX000000008808,"808, Malabar Marg",Bengaluru,Bengaluru,Karnataka,408808
Deccan Cements 9809,Deccan Cements 9809,organization,issuer,IN,West Bengal,active,binarycapital,false,high,JHPDA9809C,19JHPDA9809C9Z8,U64201MH2024PTC108809,3298AHOX000000008809,"809, Deccan Marg",Kolkata,Kolkata,West Bengal,408809
Rajwada Holdings 9810,Rajwada Holdings 9810,spv,investor,IN,Delhi,active,binarybonds,false,medium,HLPFD9810D,07HLPFD9810D0Z9,U64201MH2024PTC108810,3298AHOX000000008810,"810, Rajwada Marg",New Delhi,New Delhi,Delhi,408810
Carnatic Hotels 9811,Carnatic Hotels 9811,trust,spv,IN,Karnataka,active,shared,false,low,CEPAC9811L,29CEPAC9811L1Z1,U64201MH2024PTC108811,3298AHOX000000008811,"811, Carnatic Marg",Bengaluru,Bengaluru,Karnataka,408811
Malabar Investments 9812,Malabar Investments 9812,organization,arranger,IN,Uttar Pradesh,active,binarycapital,false,low,FGPLA9812A,09FGPLA9812A2Z2,U64201MH2024PTC108812,3298AHOX000000008812,"812, Malabar Marg",Noida,Noida,Uttar Pradesh,408812
Carnatic Chemicals 9813,Carnatic Chemicals 9813,organization,spv,IN,Tamil Nadu,active,binarybonds,false,high,DGPLA9813E,33DGPLA9813E3Z3,U64201MH2024PTC108813,3298AHOX000000008813,"813, Carnatic Marg",Chennai,Chennai,Tamil Nadu,408813
Aravalli Power 9814,Aravalli Power 9814,spv,investor,IN,Maharashtra,onboarding,binarycapital,false,low,HBPCE9814D,27HBPCE9814D4Z4,U64201MH2024PTC108814,3298AHOX000000008814,"814, Aravalli Marg",Mumbai,Mumbai,Maharashtra,408814
